,user_id,parent_asin,title_y,weighted_rating
621,20783,2445,Gamilys 128MB Black Memory Card Compatible for Wii Gamecube,4.655495279916973
624,71250,4867,Xbox One S 1TB Console - NBA 2K19 Bundle (Discontinued),4.633104574260663
626,1190,10503,"NexiGo PS5 Accessories Horizontal Stand, [Minimalist Design], PS5 Base Stand, Compatible with Playstation 5 Disc & Digital Editions, White",4.754116835231994
638,26041,7138,Uncrowned Kings Mouse Bungee - PC Gaming Mouse Bungee Cable Holder - Mouse Cable Holder with 4 LED Color Modes & RGB Lighting - Gaming Mouse Cord Holder with Wire & Cord Management Support,4.3879197411802755
642,26041,6173,"8Bitdo Sn30 Pro+ Bluetooth Controller Wireless Gamepad for Switch, PC, macOS, Android, Steam and Raspberry Pi (G Classic Edition)",4.572360149828093
644,26041,4943,"Play your favorite Nintendo Switch games like a Pro with this Officially Licensed Power enhanced wireless Controller. Designed for comfort during extended gaming sessions, this Bluetooth wireless Controller features bold Red design with Black accents, motion controls, standard layout, and metallic d-pad. Enjoy up to 30 hours of gameplay with new alkaline batteries (other variables affect playtime).",4.366505087617593
645,26041,4842,"Satisfye – ZenGrip Pro Gen 3 OLED Elite Bundle, Accessories Compatible with Nintendo Switch - The Bundle includes: Grip, Elite Case and a Low Profile USB C-C Cable. BONUS: 2 Thumbsticks+1 JoyCon Rail",4.747852446838303
646,26041,3739,PDP Gaming Ergonomic Comfort Grip Joy Con Controllers and Charging Station: Black - Nintendo Switch,4.2185111911490765
647,26041,4880,Hyperkin Duke Wired Controller for Xbox One/ Windows 10 PC (Green Limited Edition) - Officially Licensed by Xbox,4.29020747302477
649,26041,5347,8Bitdo N30 Bluetooth Gamepad with Turbo and Home Buttons,4.344528021212449
650,26041,3488,amiibo link Majora'S Mask ( The legend series of Zelda ) Japan Import [Nintendo 3DS],4.753420505360175
653,26041,5120,"EasySMX 2.4G Wireless Controller for PS3, PC Gamepads with Vibration Fire Button Range up to 10m Support PC,Laptop, Android and TV BOX",4.226721998378548
655,26041,5554,Nintendo 8-Bit Link: The Legend of Zelda amiibo,4.701445908703581
657,26041,4916,"8Bitdo Sn30 Bluetooth Gamepad for Nintendo Switch,Windows,macos,Android,Raspberry Pi (GP Green Edition)",4.443710433812349
658,26041,10225,SteelSeries Arctis Pro + GameDAC Wired Gaming Headset - Certified Hi-Res Audio - Dedicated DAC and Amp - for PS5/PS4 and PC - White,4.204278474331075
659,26041,3900,PDP 907-001 Snes Classic Deluxe Carrying Case for the Super Nintendo Classic Console,4.465989645688256
660,26041,3141,Logitech G203 Prodigy RGB Wired Gaming Mouse – Black,4.585513853199818
661,26041,7161,HyperX Alloy FPS - Mechanical Gaming Keyboard & Accessories - Compact Form Factor - Clicky - Cherry MX Blue - Red LED Backlit (HX-KB1BL1-NA/A1),4.461338900744276
663,26041,1949,"Logitech G502 Proteus Core Tunable Gaming Mouse, 12,000 DPI On-The-Fly DPI Shifting, Personalized Weight and Balance Tuning with (5) 3.6g Weights, 11 Programmable Buttons, Fully Customizable Surface",4.572605806190718
664,26041,1312,South Park: The Stick of Truth - PC,3.8909762205473886
667,26041,2858,Turtle Beach - Ear Force X32 Wireless Gaming Headset - Amplified Stereo - Xbox 360 (Discontinued by Manufacturer),3.952702747194893
669,21973,3709,Splatoon 2: Starter Pack - Nintendo Switch,4.424499168934375
676,83604,5406,"Anker 2.4G Wireless Vertical Ergonomic Optical Mouse, 800 / 1200 /1600 DPI, 5 Buttons for Laptop, Desktop, PC, MacBook - Black (Renewed)",4.360001517574336
682,83394,8488,"HORI Racing Wheel Apex for PlayStation 4/3, and PC",4.297668171334717
684,98681,4442,Wii Fit Plus (Renewed),4.532881319927176
688,34710,8877,"EPOMAKER K870T Hot Swappable 87 Keys Bluetooth Wired/Wireless Mechanical Keyboard with RGB Backlit, Type C Cable, 2000mAh Battery, Wheel Button Control for Game/Office (Hotswap Red Switch, White)",4.4502110661279835
690,34710,10322,"HK Gaming Pudding Keycaps Set | Doubleshot PBT Keycap Set | Full 108 OEM Profile Key Set | ANSI US-Layout | for Mechanical Keyboard | Compatible with Cherry MX, Gateron, Kailh, Outemu | Black",4.4840289759585445
695,34710,4024,Nintendo Joy-Con (R) - Neon Red - Nintendo Switch,4.675630952052099
699,34710,10703,"Redragon K585 DITI One-Handed RGB Mechanical Gaming Keyboard, Type-C Professional Gaming Keypad with 7 Onboard Macro Keys, Detachable Wrist Rest, 42 Keys (Black, Red Switch)",4.394495943901034
700,34710,9266,"TRELC Gaming Mouse with 5 D Rocker, Ergonomic Mouse with 10000 DPI/11 Programmable Buttons, RGB Vertical Gaming Mice Wired for PC/Laptop/E-Sports/Gamer (Black)",4.293661507352747
703,34710,5065,PlayStation Classic,4.298343559444854
704,34710,4734,DREVO Tyrfing V2 Customizable RGB Compact 87 Keys Mechanical Gaming Keyboard USB Wired Tenkeyless Programming Macro Media Control Software Support Outemu Brown Switch Black,4.400160085235588
705,34710,2601,"Redragon M990 Legend 24000 DPI High-Precision Programmable Laser Gaming Mouse for PC, MMO FPS, 16 Side Buttons, 5 Programmable User Profiles, 5 LED Lighting Modes (Black)",4.284906816745929
706,34710,3180,"Amazon Basics AC Charger Adapter for Nintendo 3 DS XL, 3 DS, and 2 DS - 6 Foot Cable, Black",4.663762089320997
707,34710,9231,"HUO JI E-Yooso Z-88 Typewriter Mechanical Keyboard, Rainbow LED Backlit, Vintage Retro Style with Blue Switches, Compact 81 Keys for PC, Mac, White",4.454807085839901
709,58718,10595,"Tatybo 7.1 Surround Sound Gaming Headset for PC PS4 PS5 Switch, USB & 3.5mm PC Headset with Noise Cancelling Mic",4.230441247774655
711,58718,10774,"HEYSTOP Switch Accessories Bundle 12 in 1 Compatible with Nintendo Switch, Gift Kit with Carrying Case, Protective Case Cover, Screen Protector, PlayStand, Joycon Grip & More (Black)",4.571678042735375
713,58718,6589,"NIVAVA Gaming Headset for PS4, PC Headphones with Microphone LED Light Mic for Nintendo Switch PS5 Playstation Computer, K7 (Black&Red)",4.297266205933037
714,58718,6263,"NIVAVA Gaming Headset for PS4, PC Headphones with Microphone LED Light Mic for Nintendo Switch PS5 Playstation Computer, K6(Black)",4.29846433933795
715,58718,4317,"HC GAMERLIFE Gamer Headset with Microphone | 3D HD Stereo Sound Video Gaming Wired Headphones for PS4 & PS5 Console, Xbox Series X & Xbox One, Switch, PC | 3.5mm Audio | Playstation 4 Accessories",4.224810930677
716,58718,4917,Tom Clancy's The Division 2 - PlayStation 4 Gold Steelbook Edition,4.411045327994193
717,49626,717,Scribblenauts - Nintendo DS,4.415029859774968
720,86435,3809,Friday The 13th: The Game - Xbox One Edition,4.429283937352327
721,86435,4064,Crash Bandicoot N.Sane Trilogy (PS4),4.672524389074651
722,86435,4728,"OIVO Vertical Cooling Stand Compatible with Xbox ONE X/ONE S/Regular ONE, Cooler Cooling Fan with 2PACK 600mAh Batteries,Games Storage, Dual Controller Charging Docking Station for Xbox ONE/S/X",4.483330769942673
723,111979,700,Call of Duty: Modern Warfare 2 - Playstation 3,4.5466477076058585
725,18927,5353,"BlueFire Stereo Gaming Headset for PS4, PS5, PC, Xbox One, Noise Cancelling Over Ear Headphones with Mic, LED Light, Bass Surround, Soft Memory Earmuffs for Laptop Nintendo Switch Games (Blue)",4.293647949079704
726,18927,820,PlayStation 3 Dualshock 3 Wireless Controller (Urban Camouflage) - Playstation 3,4.379816773127437
729,18927,2252,Ortz PS4 Vertical Stand with Cooling Fan [Keeps System Cool] Playstation Controller Charging Station with Dual Charger [NOT for PRO or Slim],4.029714470073842
730,18927,631,"Retro-Bit Retro Duo 2 in 1 Console System - for Original NES/SNES, & Super Nintendo Games - Black/Red",4.3903330391670075
732,125967,4686,Dead by Daylight - Xbox One,4.494340513985354
733,125967,3197,Kootek Vertical Stand for PS4 Slim with Cooling Fan - Controller Charging Station with Dual Charger for Sony Playstation 4 Slim Game Console,4.290474470552564
737,80329,6436,"8Bitdo SN30 Pro Wireless Bluetooth Controller with Joysticks Rumble Vibration USB-C Cable Gamepad Compatible with Switch,Windows, Mac OS, Android, Steam (Gray Edition)",4.562014670696847
738,120718,1140,Kinect Sensor TV Mounting Clip - Xbox 360,4.2933117481864
740,113951,2243,LEGO Jurassic World - Xbox One Standard Edition,4.636820986801737
752,8899,10157,PS5 Faceplate with RGB Light Strip and Dust Filter for Cooling Vents DOBEWINGDELOU 400+ Effects LED Light Ring Console Cover for PlayStation 5 Disc Edition DIY Decoration Kit Accessories Blue,4.536208038382959
756,102906,9627,"POWTREE Upgraded 2000mAh 2Packs PS4 PS4Pro Battery for Sony Playstation 4 Dualshock 4 V1 V2 Controller CUH-ZCT2U CUH-ZCT2E CUH-ZCT1E CUH-ZCT1U CUH-ZCT1H, ect.",4.057381763150782
757,43315,6386,Batman: Arkham Knight - Xbox One,4.552539227795445
758,29056,4508,Razer Naga Trinity - Chroma Gaming Mouse Interchangeable Side Plates - Up to 19 Programmable buttons (Renewed),4.366299281704337
760,84379,548,Lego Star Wars: The Complete Saga - Xbox 360,4.511357160870211
761,37323,642,"Generic Snes / N64 / Gamecube AV Cable (TV Adapter for Super Nintendo, Nintendo 64 and GC) (Bulk Packaging) - Nintendo 64",4.363736913040535
762,82576,1553,Madden NFL 25 - Playstation 3,4.451577322769015
763,81598,636,My Fitness Coach - Nintendo Wii,4.368545996257382
769,7126,9874,"OpenWheeler GEN3 Racing Wheel Stand Cockpit Blue on Black | Fits All Logitech G923 | G29 | G920 | Thrustmaster | Fanatec Wheels | Compatible with Xbox One, PS4, PC Platforms",4.734647020828534
770,7126,2773,"Logitech G900 Chaos Spectrum Professional Grade Wired/Wireless Gaming Mouse, Ambidextrous Mouse",4.560015442838786
771,7126,6405,"Microsoft Xbox One X 1Tb Console With Wireless Controller: Enhanced, Hdr, Native 4K, Ultra Hd (Discontinued)",4.487988232512118
777,4208,1181,Kinect Sports Season Two,4.290841684486543
779,4208,1513,Xbox 360 250GB Holiday Value Bundle,4.103216766600058
781,68731,4440,Xbox Soft Touch Design Custom Gaming Controller -Soft Shell for Comfort Grip X for Microsoft Xbox Pink (Rose Gold),4.532744180036811
784,120346,1332,Assassin's Creed III,4.5543275464771575
785,98376,840,Just Dance - Nintendo Wii,4.643300228933541
786,98376,1213,Just Dance Summer Party - Nintendo Wii,4.2841622197053955
787,98376,1211,Just Dance 3,4.423509742720813
789,45867,9018,My Frend Peppa Pig Complete Edition- Nintendo Switch,4.535977249127031
790,116008,10706,"PDP Universal PS4/PS5 Media Remote Control, Playstation Gaming Remote Compatible with Sony Playstation 4 and Playstation 5, Bluetooth Detection for up to 4 Devices, TV Power/Input/Volume Controls",4.394865628923362
792,7117,10391,QWOS Head Strap with 5200mAh Battery for Oculus Quest 2 - Extend 4hrs Playtime - Adjustable Elite Strap for Enhanced Support and Comfort in VR Compatible with Quest 2,4.401839152366167
799,65026,5728,"ROSEWILL RGB Gaming Mouse, LED Lighting, Wired USB, Gaming Mice for Computer/PC/Laptop/Mac Book. 12000 DPI Optical Gaming Sensor and Ergonomic Design. Backlit LED 8 Buttons (Neon M60)",4.33431386942971
800,88124,6620,Doom - PC,4.021976538633452
803,24244,348,DS Lite Action Replay,3.9354531565739173
804,56774,2540,Minecraft: Story Mode - Season Disc - Xbox 360,4.21607161723566
807,72056,9773,"GLOWANT Wireless Controller Replacement for Xbox One Controller,2.4G Wireless Gamepad Joystick with Dual Vibration and Built-in 500mAh Rechargeable Battery Compatible with Xbox one(BL)",3.8774289936116295
813,89756,2562,ASTRO Gaming A40 TR Headset + MixAmp Pro TR for PlayStation 4 (2017 Model),4.467406213393062
814,7193,2402,Gears of War: Ultimate Edition – Xbox One,4.528557393893408
816,7193,357,Nintendo DS Lite Onyx Black,4.379341650084297
817,89203,2574,8-Bit Entertainment System (Compatible with NES Games),4.151708000772864
821,38857,2346,Xbox One Wireless Controller [Without Bluetooth],4.567339286944912
822,101,3495,Call of Duty: WWII - PlayStation 4 Standard Edition,4.579992890352196
823,105023,9440,"Benazcap Dockable Case Compatible with Nintendo Switch OLED Model 2021, Upgraded Protective Dockable Case Cover, Ergonomic Comfort TPU Grip Case for Nintendo Switch OLED Console and Joy-Con, Black",4.2948976223277695
825,109833,1401,Xbox 360 Chrome Series Limited Edition Wireless Controller - Red,4.283456357630984
827,24270,5835,Pac-Man Championship Edition 2 + Arcade Game Series - PlayStation 4,4.482287970303233
828,24270,3118,Hasbro Family Fun Pack Conquest Edition - Xbox One,4.355901170632208
829,77377,4231,"ZWCSV Stereo Gaming Headset for PS4, PC, Xbox One,Professional 3.5mm Noise Isolation Over Ear Headphones with Mic, LED Light, Bass Surround, Soft Memory Earmuffs for Laptop Mac Nintendo (Camouflage)",4.065874443836371
831,6669,3836,Microsoft Xbox Wireless Controller - Minecraft Creeper - Xbox One (Discontinued),4.549660132888029
837,54359,5206,Nickelodeon Kart Racers - Xbox One,4.44030028700161
839,21531,10429,"BENGOO Stereo Pro Gaming Headset for PS4, PC, Xbox One Controller, Noise Cancelling Over Ear Headphones with Mic, LED Light, Bass Surround, Soft Memory Earmuffs for Laptop Mac Wii Accessory Kits",4.296150895910254
840,112410,1638,Madden NFL 25 Anniversary Edition with NFL Sunday Ticket - Playstation 3,4.414934601770232
842,29666,4523,"Monzlteck New Wall Mount For PS4 Controller,Compatible with PS5 controller,Screw-Free Application（Single）",4.601494130126089
843,124354,6555,"BlueFire Wired Gaming Earphone 3.5 MM E-Sport Earphone Noise Cancelling Stereo Bass Gaming Headphone with Adjustable Mic for PS4, Xbox One, Laptop, Cellphone, PC (Red)",3.960511550171468
847,16856,2391,Just Dance 2016 - PlayStation 4,4.409453060595521
849,60988,2899,PDP Wired Controller for Xbox One & PC - Camo,4.1609610114374815
850,60988,1706,Zumba Fitness World Party - Xbox One,4.2261660140169655
858,39813,1755,Microsoft Xbox LIVE 12 Month Gold Membership (Physical Card),4.6803541664015516
860,305,8739,Tales of Vesperia - Definitive Edition - Nintendo Switch,4.636934925509038
863,305,5826,Dragon Ball Xenoverse - Xbox One,4.4856009170509505
864,52896,4611,Assassin's Creed Odyssey - PlayStation 4 Standard Edition,4.672001934503412
867,52896,3587,Madden NFL 18 - PlayStation 4,4.454152063310602
868,64161,3420,"6amLifestyle Charger Cable for Nintendo Switch and Switch Lite, 6.6FT Nylon Braided Fast Charging USB Type C Charging Cable Compatible with Nintendo Switch/Lite, PS5, Xbox Series X Controller",4.3547646028649964
869,52180,2551,Hori Pad 4 FPS Plus for PS4/PS3 (Blue),3.9095574443632
872,65225,9688,"ITNRSIIET RGB Gaming Mouse Pad, Full Desk XL Extended Large Gaming Mousepad, 12 Lighting Modes, 30% Thicker, Big LED Desk Mat for Keyboard Computer Men Gamers Esport Pros, 32"" x 12"", Teal Green Leaves",4.503265351306676
875,46229,3955,SanDisk 64GB microSDXC UHS-I card for Nintendo Switch - SDSQXAT-064G-GN6ZA,4.662051455447381
878,46229,3618,"G-HUB Travel bag with Shoulder Strap, Carry Handle, Belt Loop for Nintendo DS Consoles DS / 3DS / DS Lite / 3DS XL / DSi - Black",4.5373164815683005
886,46229,2301,Call of Duty: Black Ops III - Standard Edition - PlayStation 4,4.5676235488532555
896,53274,1958,Assassin's Creed Unity - Xbox One,4.460927736755431
897,53274,1998,Metro Redux - Xbox One,4.412983560526429
904,60847,1730,Turtle Beach - Ear Force X12 Amplified Stereo Gaming Headset - Xbox 360,4.369077987864022
907,50235,1712,Stereo Gaming Headphone Headset with Microphone (Blue),4.013245420371445
908,50235,6625,Rage - Xbox 360,4.425900063260787
909,100006,7996,"LightPro Animal Crossing Thumb Grip Caps Joystick Cap for Nintendo Switch Joy-Con and Switch Lite Controller, Cute Cat Paw Soft Silicone Consolo Analog Stick Covers-Green&Blue",4.6322623073990545
913,88597,5825,Glistco Simple Feet- Horizontal Stand/Feet Compatible with Playstation 4 (Pro),4.547682669630963
921,1677,155,Half-Life 2 - PC,4.022491207572834
926,68122,2823,Rock Band 4 Wireless Guitar Bundle- Xbox One,4.28445244081027
929,50027,3979,"YCCSKY Controller Battery Pack for Xbox One/Xbox Series X|S, 2 X 1200mAh Rechargeable Battery Pack Play and Charge Kit for Xbox One X/S",4.2033029653281435
930,112670,7820,Heartlandシーズン10 DVD,4.678445307481645
931,120401,2747,Jadebones 2X White Silicone Skin Case Cover with Wrist Strap for Wii Remote Controller,4.43629994655394
932,120401,1085,Michael Jackson: The Experience,4.219422456350431
941,56979,10130,"8Bitdo Sn30 Pro Bluetooth Controller for Switch/Switch OLED, PC, macOS, Android, Steam Deck & Raspberry Pi (Gray Edition)",4.571913997599335
946,9090,9871,"sisma 64 DS 3DS Switch Game Case Compatible with Nintendo Game Cartridges,Game Cards Holder Organizer Home Storage Travel Safekeeping Carrying Case",4.751733126868589
948,9090,4383,Sega Genesis Classics - Nintendo Switch,4.5693266035766404
951,1231,132,Spider-Man - PlayStation 2,4.34102374298259
954,8892,10046,"ASTRO Gaming A50 Wireless Headset + Base Station Gen 4 - Compatible With PS5, PS4, PC, Mac - Black/Silver",4.204339371313144
955,8892,7791,"Wireless Switch Pro Controller with Headphone Jack - Vivefox Switch Wireless Controller Remote Gamepad for Nintendo Switch Switch Lite with Turbo Function, Dual Rumble, Motion Control, Audio Jack",4.084971378564694
957,42151,3047,Sega Genesis Classic Game Console 2016,4.066081433447797
959,108674,3148,Xbox One Elite Wireless Controller (Renewed),3.9732628799867804
